cycle,tile_id,label,front,factions,faction_labels_zh,faction_labels_en,marker_count,confidence,right_inner_faction,right_inner_faction_zh,right_inner_faction_en,right_inner_score,right_inner_second,right_inner_second_score,right_inner_ink_ratio,right_inner_box_score,right_inner_confidence,right_inner_duplicate_suppressed,right_outer_faction,right_outer_faction_zh,right_outer_faction_en,right_outer_score,right_outer_second,right_outer_second_score,right_outer_ink_ratio,right_outer_box_score,right_outer_confidence,right_outer_duplicate_suppressed
c3,027,027,D:\download\ato2\ATO\map\images\c3-tile-027-front.png,delphians,德尔菲人,Delphians,1,low,,,,0.5363,twilightWatch,0.5841,0.6354,0.1759,none,False,delphians,德尔菲人,Delphians,0.5808,twilightWatch,0.6913,0.8013,0.1802,low,False
c3,033,033,D:\download\ato2\ATO\map\images\c3-tile-033-front.png,delphians,德尔菲人,Delphians,1,low,,,,0.504,twilightWatch,0.6283,0.7915,0.0002,none,False,delphians,德尔菲人,Delphians,0.5727,twilightWatch,0.6914,0.8061,0.175,low,False
c3,054,054,D:\download\ato2\ATO\map\images\c3-tile-054-front.png,"sunheirs,delphians",太阳后裔、德尔菲人,"Sunheirs, Delphians",2,forced,sunheirs,太阳后裔,Sunheirs,0.4935,delphians,0.5084,0.4943,0.1741,low,False,delphians,德尔菲人,Delphians,0.5728,sunheirs,0.7208,0.8259,0.1539,forced,False
c3,003,003,D:\download\ato2\ATO\map\images\c3-tile-003-front.png,"sunheirs,delphians",太阳后裔、德尔菲人,"Sunheirs, Delphians",2,low,sunheirs,太阳后裔,Sunheirs,0.4102,twilightWatch,0.4406,0.231,0.3865,low,False,delphians,德尔菲人,Delphians,0.5725,twilightWatch,0.6951,0.7818,0.2141,low,False
c3,038,038,D:\download\ato2\ATO\map\images\c3-tile-038-front.png,"sunheirs,delphians",太阳后裔、德尔菲人,"Sunheirs, Delphians",2,low,sunheirs,太阳后裔,Sunheirs,0.3768,twilightWatch,0.3917,0.3017,0.3157,low,False,delphians,德尔菲人,Delphians,0.5368,twilightWatch,0.6986,0.79,0.2045,low,False
c3,006,006,D:\download\ato2\ATO\map\images\c3-tile-006-front.png,"twilightWatch,sunheirs",暮光守望、太阳后裔,"Twilight Watch, Sunheirs",2,low,twilightWatch,暮光守望,Twilight Watch,0.4459,sunheirs,0.4594,0.4937,0.4306,low,False,sunheirs,太阳后裔,Sunheirs,0.6025,twilightWatch,0.6161,0.554,0.4354,low,False
c3,015,015,D:\download\ato2\ATO\map\images\c3-tile-015-front.png,"sunheirs,delphians",太阳后裔、德尔菲人,"Sunheirs, Delphians",2,low,sunheirs,太阳后裔,Sunheirs,0.3012,twilightWatch,0.3756,0.1015,0.8402,medium,False,delphians,德尔菲人,Delphians,0.5506,sunheirs,0.679,0.7757,0.2128,low,False
c3,058,058,D:\download\ato2\ATO\map\images\c3-tile-058-front.png,delphians,德尔菲人,Delphians,1,low,,,,0.5271,twilightWatch,0.6876,0.8867,0.0,none,False,delphians,德尔菲人,Delphians,0.5882,sunheirs,0.7222,0.7969,0.1929,low,False
c3,022,022,D:\download\ato2\ATO\map\images\c3-tile-022-front.png,"sunheirs,delphians",太阳后裔、德尔菲人,"Sunheirs, Delphians",2,low,sunheirs,太阳后裔,Sunheirs,0.373,twilightWatch,0.4357,0.3881,0.2637,medium,False,delphians,德尔菲人,Delphians,0.5686,twilightWatch,0.7112,0.8149,0.1651,low,False
c3,024,024,D:\download\ato2\ATO\map\images\c3-tile-024-front.png,sunheirs,太阳后裔,Sunheirs,1,low,,,,0.5193,twilightWatch,0.699,0.9741,0.0001,none,False,sunheirs,太阳后裔,Sunheirs,0.6542,twilightWatch,0.6569,0.5619,0.4546,low,False
c3,046,046,D:\download\ato2\ATO\map\images\c3-tile-046-front.png,"delphians,sunheirs",德尔菲人、太阳后裔,"Delphians, Sunheirs",2,low,delphians,德尔菲人,Delphians,0.4561,sunheirs,0.4865,0.4875,0.2837,low,False,sunheirs,太阳后裔,Sunheirs,0.6482,twilightWatch,0.6485,0.5666,0.4611,low,False
c3,074,074,D:\download\ato2\ATO\map\images\c3-tile-074-front.png,"sunheirs,delphians",太阳后裔、德尔菲人,"Sunheirs, Delphians",2,low,sunheirs,太阳后裔,Sunheirs,0.3024,twilightWatch,0.3512,0.1511,0.741,medium,False,delphians,德尔菲人,Delphians,0.5656,twilightWatch,0.5885,0.5267,0.4654,low,False
c3,026,026,D:\download\ato2\ATO\map\images\c3-tile-026-front.png,delphians,德尔菲人,Delphians,1,low,,,,0.5158,twilightWatch,0.5492,0.6854,0.1433,none,False,delphians,德尔菲人,Delphians,0.5771,twilightWatch,0.674,0.7897,0.1982,low,False
c3,028,028,D:\download\ato2\ATO\map\images\c3-tile-028-front.png,delphians,德尔菲人,Delphians,1,forced,,,,0.4646,sunheirs,0.6193,0.7525,0.0002,none,False,delphians,德尔菲人,Delphians,0.5687,twilightWatch,0.7145,0.8357,0.1369,forced,False
c3,051,051,D:\download\ato2\ATO\map\images\c3-tile-051-front.png,twilightWatch,暮光守望,Twilight Watch,1,low,,,,0.5081,twilightWatch,0.637,0.7937,0.0002,none,False,twilightWatch,暮光守望,Twilight Watch,0.6629,sunheirs,0.6696,0.5692,0.4276,low,False
c3,078,078,D:\download\ato2\ATO\map\images\c3-tile-078-front.png,twilightWatch,暮光守望,Twilight Watch,1,low,,,,0.4666,twilightWatch,0.4959,0.0105,0.9767,none,False,twilightWatch,暮光守望,Twilight Watch,0.5831,sunheirs,0.5841,0.5048,0.5069,low,False
c3,031,031,D:\download\ato2\ATO\map\images\c3-tile-031-front.png,delphians,德尔菲人,Delphians,1,low,,,,0.5721,sunheirs,0.5869,0.5503,0.3897,none,False,delphians,德尔菲人,Delphians,0.4989,sunheirs,0.6252,0.5778,0.3878,low,False
c3,053,053,D:\download\ato2\ATO\map\images\c3-tile-053-front.png,delphians,德尔菲人,Delphians,1,low,,,,0.4315,sunheirs,0.4328,0.3093,0.2702,none,False,delphians,德尔菲人,Delphians,0.5322,sunheirs,0.6701,0.7811,0.1569,low,False
c3,002,002,D:\download\ato2\ATO\map\images\c3-tile-002-front.png,delphians,德尔菲人,Delphians,1,forced,,,,0.5221,twilightWatch,0.7077,0.9774,0.0048,none,False,delphians,德尔菲人,Delphians,0.5828,twilightWatch,0.7133,0.8276,0.1556,forced,False
c3,037,037,D:\download\ato2\ATO\map\images\c3-tile-037-front.png,delphians,德尔菲人,Delphians,1,forced,,,,0.6051,sunheirs,0.6203,0.6647,0.2274,none,False,delphians,德尔菲人,Delphians,0.5638,twilightWatch,0.709,0.8329,0.1471,forced,False
c3,089,089,D:\download\ato2\ATO\map\images\c3-tile-089-front.png,delphians,德尔菲人,Delphians,1,forced,,,,0.543,twilightWatch,0.6098,0.8348,0.0,none,False,delphians,德尔菲人,Delphians,0.5705,twilightWatch,0.7227,0.8262,0.1529,forced,False
c3,005,005,D:\download\ato2\ATO\map\images\c3-tile-005-front.png,twilightWatch,暮光守望,Twilight Watch,1,low,,,,0.5581,twilightWatch,0.6925,0.8797,0.0073,none,False,twilightWatch,暮光守望,Twilight Watch,0.6374,sunheirs,0.6422,0.5702,0.4065,low,False
c3,018,018,D:\download\ato2\ATO\map\images\c3-tile-018-front.png,sunheirs,太阳后裔,Sunheirs,1,low,,,,0.5712,twilightWatch,0.6407,0.7701,0.0001,none,False,sunheirs,太阳后裔,Sunheirs,0.6589,twilightWatch,0.6712,0.5792,0.398,low,False
c3,041,041,D:\download\ato2\ATO\map\images\c3-tile-041-front.png,delphians,德尔菲人,Delphians,1,forced,,,,0.5197,twilightWatch,0.7017,0.9779,0.0006,none,False,delphians,德尔菲人,Delphians,0.5696,twilightWatch,0.716,0.8366,0.1378,forced,False
c3,012,012,D:\download\ato2\ATO\map\images\c3-tile-012-front.png,"sunheirs,delphians",太阳后裔、德尔菲人,"Sunheirs, Delphians",2,low,sunheirs,太阳后裔,Sunheirs,0.4351,delphians,0.484,0.3594,0.5327,low,False,delphians,德尔菲人,Delphians,0.5345,twilightWatch,0.6368,0.7321,0.2874,low,False
c3,021,021,D:\download\ato2\ATO\map\images\c3-tile-021-front.png,delphians,德尔菲人,Delphians,1,low,,,,0.4429,twilightWatch,0.4515,0.4689,0.0279,none,False,delphians,德尔菲人,Delphians,0.5914,twilightWatch,0.7195,0.7873,0.2135,low,False
c3,023,023,D:\download\ato2\ATO\map\images\c3-tile-023-front.png,delphians,德尔菲人,Delphians,1,low,,,,0.3638,twilightWatch,0.3653,0.2706,0.2199,none,False,delphians,德尔菲人,Delphians,0.5846,sunheirs,0.7257,0.7815,0.2156,low,False
c3,045,045,D:\download\ato2\ATO\map\images\c3-tile-045-front.png,twilightWatch,暮光守望,Twilight Watch,1,low,,,,0.5347,twilightWatch,0.6377,0.6748,0.0032,none,False,twilightWatch,暮光守望,Twilight Watch,0.6441,sunheirs,0.6475,0.5663,0.4092,low,False
c3,025,025,D:\download\ato2\ATO\map\images\c3-tile-025-front.png,twilightWatch,暮光守望,Twilight Watch,1,low,,,,0.2142,twilightWatch,0.28,0.0045,0.9483,none,False,twilightWatch,暮光守望,Twilight Watch,0.6421,sunheirs,0.6515,0.5526,0.4511,low,False
c3,050,050,D:\download\ato2\ATO\map\images\c3-tile-050-front.png,twilightWatch,暮光守望,Twilight Watch,1,low,,,,0.4403,twilightWatch,0.4923,0.2686,0.1854,none,False,twilightWatch,暮光守望,Twilight Watch,0.6575,sunheirs,0.6617,0.5635,0.4257,low,False
c3,077,077,D:\download\ato2\ATO\map\images\c3-tile-077-front.png,"sunheirs,twilightWatch",太阳后裔、暮光守望,"Sunheirs, Twilight Watch",2,low,sunheirs,太阳后裔,Sunheirs,0.2885,twilightWatch,0.3268,0.1012,0.5146,medium,False,twilightWatch,暮光守望,Twilight Watch,0.6075,sunheirs,0.6084,0.53,0.4725,low,False
c3,030,030,D:\download\ato2\ATO\map\images\c3-tile-030-front.png,delphians,德尔菲人,Delphians,1,low,,,,0.4525,twilightWatch,0.6354,0.8867,0.0007,none,False,delphians,德尔菲人,Delphians,0.6138,twilightWatch,0.6394,0.5817,0.3857,low,False
c3,032,032,D:\download\ato2\ATO\map\images\c3-tile-032-front.png,twilightWatch,暮光守望,Twilight Watch,1,low,,,,0.4887,twilightWatch,0.7098,0.9074,0.0533,none,False,twilightWatch,暮光守望,Twilight Watch,0.6455,sunheirs,0.6544,0.555,0.4189,low,False
c3,065,065,D:\download\ato2\ATO\map\images\c3-tile-065-front.png,delphians,德尔菲人,Delphians,1,low,delphians,德尔菲人,Delphians,0.4015,twilightWatch,0.5065,0.6862,0.2144,low,False,,,,0.5906,sunheirs,0.7085,0.7909,0.197,none,True
c3,001,001,D:\download\ato2\ATO\map\images\c3-tile-001-front.png,delphians,德尔菲人,Delphians,1,forced,,,,0.5094,twilightWatch,0.6267,0.7893,0.0025,none,False,delphians,德尔菲人,Delphians,0.5804,sunheirs,0.7251,0.832,0.1519,forced,False
c3,036,036,D:\download\ato2\ATO\map\images\c3-tile-036-front.png,delphians,德尔菲人,Delphians,1,low,delphians,德尔菲人,Delphians,0.483,twilightWatch,0.5143,0.4935,0.247,low,False,,,,0.5637,twilightWatch,0.7065,0.8264,0.1484,none,True
c3,069,069,D:\download\ato2\ATO\map\images\c3-tile-069-front.png,delphians,德尔菲人,Delphians,1,low,,,,0.5517,twilightWatch,0.6555,0.8529,0.0045,none,False,delphians,德尔菲人,Delphians,0.562,twilightWatch,0.6904,0.7973,0.194,low,False
c3,088,088,D:\download\ato2\ATO\map\images\c3-tile-088-front.png,"twilightWatch,delphians",暮光守望、德尔菲人,"Twilight Watch, Delphians",2,forced,twilightWatch,暮光守望,Twilight Watch,0.4738,sunheirs,0.4905,0.5111,0.2619,low,False,delphians,德尔菲人,Delphians,0.5967,twilightWatch,0.707,0.8197,0.1612,forced,False
c3,333,333,D:\download\ato2\ATO\map\images\c3-tile-333-front.png,delphians,德尔菲人,Delphians,1,forced,,,,0.4967,delphians,0.5616,0.641,0.0028,none,False,delphians,德尔菲人,Delphians,0.5362,twilightWatch,0.7193,0.9797,0.0,forced,False
c3,004,004,D:\download\ato2\ATO\map\images\c3-tile-004-front.png,sunheirs,太阳后裔,Sunheirs,1,low,,,,0.4079,sunheirs,0.513,0.504,0.1022,none,False,sunheirs,太阳后裔,Sunheirs,0.6167,twilightWatch,0.6262,0.5635,0.3918,low,False
c3,017,017,D:\download\ato2\ATO\map\images\c3-tile-017-front.png,delphians,德尔菲人,Delphians,1,low,,,,0.4338,twilightWatch,0.6144,0.8012,0.0,none,False,delphians,德尔菲人,Delphians,0.5814,sunheirs,0.7108,0.7778,0.2009,low,False
c3,011,011,D:\download\ato2\ATO\map\images\c3-tile-011-front.png,"sunheirs,twilightWatch",太阳后裔、暮光守望,"Sunheirs, Twilight Watch",2,low,sunheirs,太阳后裔,Sunheirs,0.454,twilightWatch,0.4551,0.445,0.4451,low,False,twilightWatch,暮光守望,Twilight Watch,0.6064,sunheirs,0.6153,0.5187,0.4822,low,False
c3,020,020,D:\download\ato2\ATO\map\images\c3-tile-020-front.png,delphians,德尔菲人,Delphians,1,low,,,,0.5447,sunheirs,0.5494,0.5322,0.3961,none,False,delphians,德尔菲人,Delphians,0.5636,sunheirs,0.696,0.7949,0.1869,low,False
c3,044,044,D:\download\ato2\ATO\map\images\c3-tile-044-front.png,twilightWatch,暮光守望,Twilight Watch,1,low,,,,0.4733,sunheirs,0.6108,0.7187,0.1273,none,False,twilightWatch,暮光守望,Twilight Watch,0.6594,sunheirs,0.6635,0.5656,0.4273,low,False
c3,049,049,D:\download\ato2\ATO\map\images\c3-tile-049-front.png,sunheirs,太阳后裔,Sunheirs,1,low,,,,0.2465,twilightWatch,0.3269,0.0633,0.3103,none,False,sunheirs,太阳后裔,Sunheirs,0.6309,twilightWatch,0.6316,0.5585,0.4006,low,False
c3,076,076,D:\download\ato2\ATO\map\images\c3-tile-076-front.png,"sunheirs,delphians",太阳后裔、德尔菲人,"Sunheirs, Delphians",2,low,sunheirs,太阳后裔,Sunheirs,0.2384,twilightWatch,0.3081,0.0754,0.8803,high,False,delphians,德尔菲人,Delphians,0.5482,sunheirs,0.6134,0.5626,0.4934,low,False
c3,029,029,D:\download\ato2\ATO\map\images\c3-tile-029-front.png,delphians,德尔菲人,Delphians,1,forced,,,,0.5715,twilightWatch,0.6186,0.685,0.0,none,False,delphians,德尔菲人,Delphians,0.5718,twilightWatch,0.7151,0.8347,0.141,forced,False
c3,080,080,D:\download\ato2\ATO\map\images\c3-tile-080-front.png,"sunheirs,twilightWatch",太阳后裔、暮光守望,"Sunheirs, Twilight Watch",2,low,sunheirs,太阳后裔,Sunheirs,0.475,delphians,0.4921,0.4305,0.5256,low,False,twilightWatch,暮光守望,Twilight Watch,0.6459,sunheirs,0.6468,0.5681,0.4252,low,False
c3,084,084,D:\download\ato2\ATO\map\images\c3-tile-084-front.png,twilightWatch,暮光守望,Twilight Watch,1,low,,,,0.5098,twilightWatch,0.638,0.9128,0.0561,none,False,twilightWatch,暮光守望,Twilight Watch,0.651,sunheirs,0.658,0.5656,0.4305,low,False
c3,062,062,D:\download\ato2\ATO\map\images\c3-tile-062-front.png,"sunheirs,delphians",太阳后裔、德尔菲人,"Sunheirs, Delphians",2,low,sunheirs,太阳后裔,Sunheirs,0.4878,delphians,0.5206,0.5037,0.2355,low,False,delphians,德尔菲人,Delphians,0.5774,twilightWatch,0.6852,0.794,0.1906,low,False
c3,064,064,D:\download\ato2\ATO\map\images\c3-tile-064-front.png,delphians,德尔菲人,Delphians,1,low,,,,0.5357,twilightWatch,0.6402,0.8447,0.0,none,False,delphians,德尔菲人,Delphians,0.5851,sunheirs,0.7168,0.7964,0.1925,low,False
c3,035,035,D:\download\ato2\ATO\map\images\c3-tile-035-front.png,twilightWatch,暮光守望,Twilight Watch,1,low,,,,0.5071,sunheirs,0.607,0.5285,0.0012,none,False,twilightWatch,暮光守望,Twilight Watch,0.6496,sunheirs,0.6572,0.5717,0.408,low,False
c3,068,068,D:\download\ato2\ATO\map\images\c3-tile-068-front.png,delphians,德尔菲人,Delphians,1,forced,,,,0.4127,twilightWatch,0.4193,0.3933,0.0004,none,False,delphians,德尔菲人,Delphians,0.5809,twilightWatch,0.7094,0.8261,0.1534,forced,False
c3,087,087,D:\download\ato2\ATO\map\images\c3-tile-087-front.png,delphians,德尔菲人,Delphians,1,low,,,,0.4918,sunheirs,0.6112,0.6904,0.0085,none,False,delphians,德尔菲人,Delphians,0.5659,sunheirs,0.7025,0.7722,0.2025,low,False
c3,040,040,D:\download\ato2\ATO\map\images\c3-tile-040-front.png,twilightWatch,暮光守望,Twilight Watch,1,low,,,,0.5273,twilightWatch,0.6973,0.8933,0.0,none,False,twilightWatch,暮光守望,Twilight Watch,0.6488,sunheirs,0.658,0.5727,0.4093,low,False
c3,010,010,D:\download\ato2\ATO\map\images\c3-tile-010-front.png,delphians,德尔菲人,Delphians,1,low,,,,0.4257,twilightWatch,0.4705,0.4393,0.0882,none,False,delphians,德尔菲人,Delphians,0.5739,sunheirs,0.7408,0.7796,0.2045,low,False
c3,019,019,D:\download\ato2\ATO\map\images\c3-tile-019-front.png,twilightWatch,暮光守望,Twilight Watch,1,low,,,,0.5302,twilightWatch,0.6873,0.8924,0.0,none,False,twilightWatch,暮光守望,Twilight Watch,0.6359,sunheirs,0.6371,0.5608,0.4166,low,False
c3,043,043,D:\download\ato2\ATO\map\images\c3-tile-043-front.png,delphians,德尔菲人,Delphians,1,forced,,,,0.4315,delphians,0.5389,0.6141,0.0,none,False,delphians,德尔菲人,Delphians,0.5812,twilightWatch,0.699,0.8,0.1763,forced,False
c3,048,048,D:\download\ato2\ATO\map\images\c3-tile-048-front.png,delphians,德尔菲人,Delphians,1,forced,,,,0.5282,twilightWatch,0.7084,0.935,0.0,none,False,delphians,德尔菲人,Delphians,0.5784,twilightWatch,0.7185,0.8262,0.1528,forced,False
c3,052,052,D:\download\ato2\ATO\map\images\c3-tile-052-front.png,delphians,德尔菲人,Delphians,1,forced,,,,0.5327,twilightWatch,0.6755,0.8678,0.0,none,False,delphians,德尔菲人,Delphians,0.5874,sunheirs,0.7228,0.832,0.1489,forced,False
c3,056,056,D:\download\ato2\ATO\map\images\c3-tile-056-front.png,delphians,德尔菲人,Delphians,1,low,,,,0.5472,twilightWatch,0.6227,0.8474,0.0,none,False,delphians,德尔菲人,Delphians,0.575,sunheirs,0.6983,0.7879,0.2016,low,False
c3,060,060,D:\download\ato2\ATO\map\images\c3-tile-060-front.png,delphians,德尔菲人,Delphians,1,low,,,,0.5451,twilightWatch,0.557,0.5467,0.0138,none,False,delphians,德尔菲人,Delphians,0.5698,sunheirs,0.7257,0.7964,0.1821,low,False
c3,083,083,D:\download\ato2\ATO\map\images\c3-tile-083-front.png,twilightWatch,暮光守望,Twilight Watch,1,low,,,,0.5038,sunheirs,0.5111,0.4794,0.0,none,False,twilightWatch,暮光守望,Twilight Watch,0.6587,sunheirs,0.6666,0.5656,0.4303,low,False
c3,061,061,D:\download\ato2\ATO\map\images\c3-tile-061-front.png,delphians,德尔菲人,Delphians,1,low,,,,0.4955,twilightWatch,0.6212,0.7692,0.0,none,False,delphians,德尔菲人,Delphians,0.5785,sunheirs,0.7255,0.8018,0.1803,low,False
c3,063,063,D:\download\ato2\ATO\map\images\c3-tile-063-front.png,delphians,德尔菲人,Delphians,1,low,,,,0.5004,sunheirs,0.5201,0.4807,0.0,none,False,delphians,德尔菲人,Delphians,0.5806,twilightWatch,0.7031,0.7948,0.1853,low,False
c3,009,009,D:\download\ato2\ATO\map\images\c3-tile-009-front.png,delphians,德尔菲人,Delphians,1,low,,,,0.5355,sunheirs,0.5604,0.5132,0.0188,none,False,delphians,德尔菲人,Delphians,0.5813,twilightWatch,0.6942,0.7924,0.2054,low,False
c3,014,014,D:\download\ato2\ATO\map\images\c3-tile-014-front.png,delphians,德尔菲人,Delphians,1,low,,,,0.5347,twilightWatch,0.6354,0.8384,0.0401,none,False,delphians,德尔菲人,Delphians,0.5766,sunheirs,0.7235,0.7879,0.2035,low,False
